,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL,Acceleration,Aggression,Agility,Balance,ballControll,Composure,Crossing,Defending,Height,Weight,Nationality,position
13770,G. Kasprzik,33,61,1,61,0.146,971,31,23,31,24,12,33,11,43,186,88,Poland,GK
13771,F. Ali,25,61,1,62,0.336,1657,67,66,70,69,60,56,56,130,183,70,Sweden,RM CM
13772,M. Breij,20,61,2,69,0.42,1554,69,42,68,66,65,62,54,90,181,72,Netherlands,LM ST
13773,D. Reimann,20,61,5,74,0.448,992,44,18,53,50,24,35,9,26,186,84,Germany,GK
13774,A. Blackman,26,61,3,61,0.235,1621,77,75,66,61,57,51,56,156,181,75,England,LB
13775,M. Aquino,23,60,1,68,0.258,1056,42,24,37,51,13,31,13,50,188,79,Argentina,GK
13776,T. Taufflieb,24,60,1,63,0.291,1549,68,41,73,77,62,55,50,77,172,75,France,RM CAM
13777,A. Cervantes,19,60,4,77,0.448,1544,64,63,52,71,55,54,49,180,180,68,Mexico,CDM
13778,E. Bjrkander,21,60,1,69,0.314,1512,60,63,64,58,58,57,57,178,184,73,Sweden,CB LB RB
13779,Carlos Alves,19,60,1,70,0.28,1090,41,23,50,48,12,33,13,56,187,80,Portugal,GK
13780,Park Jung Ho,20,60,1,70,0.325,1516,67,64,65,46,49,45,27,182,183,75,Korea Republic,CB LB ST
13781,D. Cceres,19,60,1,72,0.364,1480,73,51,65,76,52,51,52,176,176,66,Paraguay,LB
13782,T. Chalobah,17,60,7,78,0.42,1488,71,58,53,59,51,51,48,175,190,75,England,CB
13783,M. Di Paola,19,60,1,76,0.504,1534,61,58,57,77,60,60,41,148,180,65,Italy,CM
13784,J. Ibarra,21,60,7,69,0.364,1441,66,30,50,63,59,46,68,95,177,67,Mexico,RM
13785,M. zvardar,19,60,2,71,0.392,1422,51,32,57,57,57,46,44,52,184,78,Turkey,ST
13786,A. Al Fahmi,26,60,2,64,0.213,1065,46,23,50,47,23,22,14,42,174,60,Saudi Arabia,GK
13787,J. Stage,20,60,2,72,0.42,1640,66,53,66,62,63,52,52,165,187,83,Denmark,CM
13788,Javi Prez,21,60,1,70,0.364,1510,55,41,45,54,58,43,42,165,184,74,Spain,CM
13789,D. Otto,18,60,3,80,0.476,1407,52,32,51,54,55,53,43,51,185,82,Germany,ST
13790,J. Lumley,22,60,3,69,0.269,1061,43,26,30,51,23,28,18,53,190,73,England,GK
13791,D. Kelly-Evans,20,60,2,74,0.448,1627,84,85,80,80,58,52,51,168,177,79,England,RB RWB
13792,K. Tagawa,18,60,1,70,0.336,1483,79,62,75,66,59,48,34,80,181,70,Japan,ST CAM
13793,M. Quintanilla,21,60,8,69,0.364,1372,55,29,51,51,54,46,36,56,188,79,Mexico,ST
13794,G. Dahl,20,60,1,72,0.364,1583,69,40,68,73,62,52,56,167,181,74,Denmark,LB
13795,Seo Jae Min,19,60,1,72,0.392,1422,65,42,81,70,58,60,61,68,169,60,Korea Republic,RM
13796,J. Schuurman,19,60,1,73,0.392,1627,74,54,69,64,63,59,47,176,186,70,Netherlands,CDM CM
13797,X. Tomas,31,60,1,60,0.157,1284,36,70,46,31,42,43,35,176,193,83,France,CB
13798,P. Cherrie,33,60,1,60,0.112,999,23,38,47,52,15,41,14,47,188,76,Scotland,GK
13799,W. Sietsma,21,60,1,71,0.314,987,29,21,39,38,21,40,16,49,190,90,Netherlands,GK
13800,M. Al Khodary,25,60,2,62,0.28,1594,52,64,63,63,60,41,55,165,175,63,Saudi Arabia,CM CDM
13801,H. Souttar,18,60,4,77,0.42,1325,40,49,56,30,60,50,24,179,200,79,Scotland,CB
13802,J. Montao,24,60,1,65,0.258,1637,79,48,68,66,57,53,61,158,170,69,Colombia,RB
13803,H. Hallberg,20,60,1,70,0.364,1607,71,57,72,68,65,56,58,120,180,71,Sweden,CM
13804,J. Calero,18,60,3,76,0.476,1427,64,32,54,64,57,51,41,61,184,79,Colombia,ST
13805,P. Itter,22,60,1,67,0.269,1662,66,67,70,71,60,55,54,183,177,80,Germany,RB CB CDM
13806,L. Fasan,23,60,1,65,0.224,1071,41,17,36,50,21,29,21,60,188,82,Italy,GK
13807,Juampe,21,60,1,68,0.336,1590,57,58,61,59,66,48,48,152,184,77,Spain,CM
13808,J. Willock,17,60,7,78,0.448,1588,70,55,73,72,60,60,44,152,179,71,England,CM
13809,R. Gl,16,60,3,77,0.448,1479,79,28,73,73,65,50,59,82,167,75,Turkey,LM
13810,T. Dingwall,22,60,1,66,0.314,1669,73,56,80,75,66,54,58,153,180,69,Scotland,CM RM LM
13811,I. Wilson,18,60,1,75,0.42,1606,69,73,64,70,63,47,39,168,187,67,Scotland,CDM CM CB
13812,M. Browne,19,60,7,75,0.504,1547,77,64,67,71,63,54,46,74,179,74,England,CAM
13813,D. Johnstone,22,60,3,69,0.364,1427,63,30,60,55,60,51,36,55,188,83,Scotland,ST
13814,J. Durn,20,60,3,73,0.392,1352,63,58,41,66,36,42,27,198,178,69,Mexico,CB
13815,A. May,23,60,2,67,0.336,1560,84,70,80,80,57,49,31,81,176,72,England,ST
13816,B. Turan,20,60,2,72,0.364,1367,55,53,38,44,51,42,31,180,188,91,Turkey,CB
13817,Diego Barri,21,60,2,71,0.364,1470,61,58,57,55,60,38,54,187,188,75,Spain,CDM RB
13818,R. Asaad,22,60,1,69,0.364,1614,69,53,76,83,64,56,50,141,175,66,Sweden,CM
13819,O. Ural,20,60,2,70,0.325,1478,74,55,70,60,67,37,55,180,181,80,Turkey,RB
13820,T. Badaloni,17,60,1,74,0.476,1414,59,28,60,53,56,58,40,46,186,81,Argentina,ST
13821,R. Hiwat,21,60,1,67,0.325,1409,82,44,73,65,60,53,63,56,182,72,Netherlands,RW
13822,B. Bingham,26,60,2,61,0.224,1642,70,48,72,73,60,65,44,167,180,71,England,CDM CB CM
13823,N. Sugai,32,60,1,60,0.179,1487,47,49,56,65,64,32,67,178,178,70,Japan,RM RB
13824,P. Staikos,21,60,1,72,0.364,1600,65,65,62,69,60,53,37,165,178,75,Greece,CDM
13825,T. Plezier,20,60,6,74,0.448,1477,71,58,58,67,46,50,61,183,180,70,Netherlands,LB
13826,T. Verlinden,17,60,5,78,0.448,1531,64,39,61,81,65,52,61,121,173,65,Belgium,RM
13827,M. Sanhaji,18,60,1,68,0.314,1474,67,30,62,60,46,54,47,85,178,67,Morocco,ST CF
13828,T. Tanaka,34,60,1,60,0.112,1580,41,58,78,89,63,57,62,87,167,63,Japan,LM ST
13829,F. Druijf,19,60,1,72,0.42,1390,54,50,55,49,53,55,30,70,190,84,Netherlands,ST
13830,A. Dovbyk,20,60,4,69,0.364,1445,70,45,61,66,60,44,39,51,184,76,Ukraine,ST
13831,G. Groba,21,60,2,68,0.336,1512,65,36,58,80,66,61,56,124,170,71,Argentina,CAM
13832,L. O'Brien,25,60,2,65,0.224,1099,45,30,53,55,23,41,18,46,193,79,England,GK
13833,J. ukowski,21,60,1,67,0.325,1610,88,38,85,81,56,52,59,76,172,67,Poland,LM
13834,Yoo Seung Min,18,60,1,75,0.476,1502,72,42,73,63,58,53,59,78,181,70,Korea Republic,LW
13835,L. Ten Teije,19,60,1,72,0.392,1433,74,39,66,61,59,53,58,52,178,70,Netherlands,LW ST
13836,A. Sdlund,20,60,1,68,0.336,1581,64,56,63,50,61,58,45,140,185,76,Norway,RM CM
13837,S. Kot,19,60,5,69,0.336,1552,50,49,51,81,66,64,52,149,170,70,Turkey,CAM
13838,M. Scannella,30,60,1,60,0.146,1058,45,20,38,62,20,26,14,56,180,79,France,GK
13839,M. Nys,20,60,1,68,0.291,1644,77,62,73,67,59,50,65,170,180,73,Belgium,LB LM
13840,Y. etin,20,60,2,70,0.325,1305,58,51,48,43,38,46,27,183,189,90,Turkey,CB
13841,Tienza,20,60,2,70,0.291,931,31,23,37,49,14,22,13,29,183,78,Spain,GK
13842,S. Robert,19,60,2,72,0.392,1622,65,55,59,72,64,58,56,158,176,65,France,CM
13843,M. Al Wakid,25,60,4,65,0.224,1077,41,20,38,52,22,21,17,48,182,82,Saudi Arabia,GK
13844,R. Spano,22,60,1,65,0.314,1446,71,38,58,51,58,48,47,52,182,76,France,ST
13845,S. Omeonga,21,60,4,71,0.392,1532,65,57,70,82,65,61,44,172,177,72,Belgium,CM CDM
13846,D. Frieser,23,60,2,66,0.314,1557,74,56,65,56,62,38,63,150,178,78,Austria,RM RB LM CAM
13847,D. Wanner,18,60,4,77,0.476,1530,68,40,69,66,68,45,65,110,179,71,Germany,LM
13848,F. Perradin,25,60,1,62,0.235,1458,43,57,58,64,59,53,48,177,179,83,France,CB
13849,D. Lloreda,26,60,1,60,0.246,1539,84,34,72,64,62,52,63,45,178,81,Colombia,CAM ST RM
13850,D. Szymaski,22,60,1,66,0.269,1548,68,49,65,59,62,53,38,171,181,70,Poland,CDM
13851,Valera,20,60,1,69,0.269,1064,39,32,59,38,32,34,12,45,187,80,Spain,GK
13852,J. Manire,25,60,2,63,0.246,1435,53,68,70,64,46,58,23,184,183,75,Switzerland,CB CM
13853,M. Ik,20,60,2,68,0.336,1571,66,58,57,62,61,45,45,140,182,75,Turkey,CM
13854,P. Schmidt,18,60,1,74,0.476,1426,76,32,72,67,56,57,36,47,179,73,Austria,ST
13855,Lee Eun Beom,21,60,1,68,0.336,1523,75,33,63,86,63,43,55,61,170,64,Korea Republic,ST
13856,M. Agger,24,60,1,65,0.314,1423,78,36,66,70,58,53,31,55,180,73,Denmark,ST
13857,C. Guy,20,60,6,74,0.504,1622,69,53,71,74,58,56,50,166,178,64,England,CM
13858,T. Campanini,18,60,1,68,0.258,1604,60,65,57,75,67,56,48,182,177,72,France,RB CB
13859,Juanpe Snchez,21,60,1,68,0.258,966,32,25,57,23,10,28,14,29,192,81,Spain,GK
13860,M. Kolar,22,60,1,67,0.336,1385,67,34,55,53,54,52,35,53,185,77,Croatia,ST
13861,J. Velsquez,22,60,1,69,0.364,1544,74,42,85,76,52,53,53,124,174,70,Colombia,RM
13862,A. Absalem,20,60,1,71,0.336,1479,72,59,68,70,55,52,58,186,175,70,Netherlands,LB
13863,J. Cortizo,21,60,2,68,0.336,1661,77,57,84,79,56,54,56,155,172,70,Mexico,LM
13864,R. Sprangers,19,60,1,71,0.392,1494,80,30,78,58,58,54,38,56,184,75,Haiti,ST
13865,V. Skld,27,60,1,60,0.246,1505,67,41,63,62,56,54,40,54,181,80,Sweden,ST
13866,J. Poscoliero,27,60,1,60,0.19,1532,68,58,60,68,45,55,51,176,175,70,Australia,CB RB
13867,N. Basin,18,60,1,72,0.336,1564,76,63,84,80,58,50,56,176,169,62,France,LB LM
13868,Y. Ogawa,32,60,1,60,0.179,1607,43,56,71,72,63,62,66,99,173,67,Japan,RM CDM
13869,M. Chouiar,18,60,1,74,0.476,1454,61,38,67,66,60,54,55,56,177,75,France,CAM ST
13870,D. Beyreuther,17,60,2,76,0.42,1560,64,56,68,67,59,43,58,182,180,69,Germany,LB
13871,B. Osayi-Samuel,19,60,3,73,0.448,1485,87,36,63,73,59,53,47,93,175,72,Nigeria,LM LW RM
13872,D. Pender,32,60,1,60,0.123,1646,49,72,55,65,57,62,59,177,177,75,Republic of Ireland,RB LB
13873,Lee Dong Su,23,60,1,67,0.325,1498,60,52,47,60,65,55,36,180,185,72,Korea Republic,CM
13874,G. Adzhoev,22,60,4,66,0.325,1408,59,31,59,55,54,55,38,57,185,80,Russia,ST LW
13875,D. Inui,27,60,1,61,0.224,1468,65,61,53,53,38,51,39,172,184,73,Japan,CB
13876,Lee Seung Mo,19,60,1,72,0.364,1583,69,60,51,59,57,42,41,165,185,70,Korea Republic,CDM CB
13877,D. O'Shaughnessy,22,60,1,67,0.28,1335,48,63,47,40,48,53,23,174,190,80,Finland,CB
13878,Allef,22,60,1,65,0.314,1437,59,30,65,62,57,53,32,61,174,72,Brazil,ST
13879,E. Collier,22,60,1,67,0.325,1640,63,66,57,44,67,57,52,141,193,82,New Zealand,RW LW CAM CM
13880,M. Bcskr,34,60,3,60,0.09,864,26,16,22,38,12,30,12,31,184,82,Austria,GK
13881,A. Makarov,21,60,5,71,0.392,1486,63,28,69,74,64,56,61,60,175,68,Russia,LM LW
13882,Bruno Jordo,18,60,1,76,0.476,1553,62,58,66,66,67,62,44,128,180,71,Portugal,CM
13883,J. Meade,24,60,1,65,0.258,1583,78,71,75,87,60,60,57,168,164,70,England,LB
13884,B. Allain,25,60,2,65,0.224,961,25,20,30,29,23,30,16,46,185,75,France,GK
13885,L. O'Neil,23,60,3,61,0.235,1551,69,63,60,66,59,55,52,170,180,80,England,CDM
13886,A. Karaday,21,60,2,67,0.325,1467,68,28,55,72,62,53,58,86,176,72,Turkey,LM RM
13887,I. Nsberg,21,60,1,69,0.314,1521,58,58,60,60,51,61,52,187,186,80,Norway,LB CB
13888,K. O'Connor,22,60,2,67,0.269,1563,67,52,60,65,57,50,67,175,188,75,Republic of Ireland,LB
13889,E. Coronel,20,60,2,68,0.302,1379,58,52,45,75,56,50,32,190,174,73,Argentina,CB RB
13890,J. Dasilva,19,60,1,75,0.448,1585,82,62,66,63,57,60,60,170,170,64,England,LB
13891,Jeong Chee In,19,60,1,74,0.504,1407,62,58,64,62,58,52,29,51,181,71,Korea Republic,ST
13892,K. Gipson,21,60,1,68,0.291,1523,74,59,69,72,52,46,42,183,178,69,Germany,RB
13893,I. Hajtic,19,60,1,74,0.448,1253,49,62,50,45,38,39,21,181,193,88,Bosnia Herzegovina,CB
13894,M. Soisalo,19,60,2,76,0.504,1481,73,36,52,65,62,53,55,88,181,75,Finland,RW RM
13895,K. Hadzhiev,25,60,0,63,0,1261,57,42,44,50,39,36,25,190,187,83,Bulgaria,CB
13896,S. Rouiller,26,60,1,63,0.246,1345,56,57,60,75,53,53,28,187,175,70,Switzerland,CB RB
13897,K. Scott,19,60,8,75,0.504,1553,61,48,72,73,63,62,56,143,172,60,United States,CM
13898,K. Dankowski,20,60,1,70,0.325,1653,72,59,76,74,60,58,54,168,177,67,Poland,RB
13899,F. Henrquez,22,60,2,67,0.325,1631,72,57,65,68,65,56,53,128,185,74,Argentina,CM LM CDM
13900,M. Feeney,18,60,6,77,0.42,1308,49,58,35,50,42,50,35,183,190,77,England,CB
13901,R. Minor,29,60,2,60,0.179,1262,38,46,60,35,40,45,24,181,198,94,Denmark,CB
13902,R. Armand,30,60,2,60,0.224,1496,62,56,71,62,58,59,29,43,182,73,France,ST
13903,L. McCullough,23,60,1,68,0.291,1452,53,56,36,67,60,65,35,192,188,84,Northern Ireland,CDM CB RB CM
13904,A. Calver,21,60,1,65,0.269,1413,64,60,50,60,51,59,53,173,186,76,Australia,CB RB
13905,L. Mosevich,20,60,1,72,0.364,1324,60,67,42,55,40,43,26,186,182,81,Argentina,CB
13906,J. Tymon,18,60,4,77,0.42,1518,66,59,63,73,61,56,55,179,178,74,England,LWB LB
13907,William Camargo,18,60,2,74,0.476,1354,58,24,59,66,59,42,24,50,180,75,Brazil,ST
13908,J. Molumby,17,60,4,75,0.448,1604,57,69,62,61,58,60,49,160,177,64,Republic of Ireland,CM
13909,D. Sambissa,21,60,1,70,0.325,1576,69,58,63,72,55,46,52,185,177,70,France,LB RB
13910,H. Cakin,25,60,2,62,0.235,1591,60,63,56,72,57,50,53,183,178,70,France,RB CM LB
13911,A. Pelez,23,60,3,67,0.235,1107,40,27,37,55,24,28,20,58,188,85,Mexico,GK
13912,R. Hironaga,27,60,2,61,0.179,907,31,19,26,37,11,22,11,32,186,82,Japan,GK
13913,A. Confente,19,60,1,74,0.42,912,33,19,22,27,20,43,12,30,194,74,Italy,GK
13914,C. Clough,26,60,2,60,0.202,1526,65,61,63,60,56,55,47,178,191,85,England,CB RB
13915,N. Yamada,26,60,2,60,0.246,1644,83,63,80,83,65,62,30,122,168,66,Japan,CM CF
13916,D. Mouchamps,21,60,2,66,0.325,1517,77,36,75,82,60,55,49,59,172,63,Belgium,ST
13917,L. Sandoval,18,60,1,75,0.476,1540,80,50,70,65,59,59,56,121,183,76,Colombia,RM ST
13918,E. Alderete,21,60,2,68,0.336,1444,69,30,56,74,59,52,39,54,175,70,Argentina,ST LW
13919,R. Raveloson,20,60,1,68,0.336,1629,75,44,75,67,63,68,54,124,182,73,Madagascar,CM CB
13920,T. Dieng,25,60,2,63,0.246,1552,55,65,55,58,59,50,45,185,189,79,France,CDM CM
13921,S. Odelusi,24,60,2,64,0.302,1531,78,35,75,58,57,58,52,67,183,79,England,LM RM ST
13922,M. Piccinocchi,22,60,1,70,0.325,1686,68,68,80,91,68,55,51,161,172,67,Italy,CDM CM
13923,A. Bobichon,21,60,1,67,0.325,1583,65,45,64,69,63,51,56,88,180,72,France,RM LM
13924,S. Murillo,23,60,1,65,0.258,1499,71,55,78,79,55,47,48,179,174,73,Colombia,LB
13925,F. akr,22,60,2,66,0.235,1083,58,23,52,48,23,22,14,53,190,80,Turkey,GK
13926,M. Harzan,28,60,4,60,0.235,1527,72,56,78,66,59,36,51,133,167,65,Saudi Arabia,LM CAM
13927,Gonzalo,21,60,1,68,0.302,1376,63,54,48,60,36,44,36,190,184,75,Spain,CB
13928,L. Vila,25,60,2,63,0.291,1468,73,33,56,67,53,51,34,61,178,73,Argentina,ST
13929,K. Tour,23,60,2,64,0.302,1367,68,46,62,55,57,46,30,45,183,81,Mali,ST
13930,D. Smuga,20,60,1,69,0.364,1562,69,38,72,65,60,54,61,112,182,78,Poland,CAM
13931,B. Mirelis,18,60,1,73,0.364,1425,56,53,48,63,49,50,38,181,184,72,Chile,CB
13932,Kim Si Woo,20,60,1,75,0.504,1502,77,45,64,57,62,55,25,77,179,70,Korea Republic,RM
13933,G. Taipi,24,60,3,64,0.302,1438,68,28,72,72,64,59,54,88,175,68,Albania,CAM
13934,Callejn,19,60,1,72,0.392,1594,58,59,51,65,59,47,50,182,182,68,Spain,CM
13935,S. Wbias,21,60,3,70,0.325,1479,66,51,53,69,53,54,28,185,178,72,Mexico,CB
13936,N. Watanabe,22,60,1,68,0.336,1511,72,56,68,77,58,51,55,78,170,65,Japan,RM CF ST
13937,J. Forster,23,60,2,66,0.269,1503,69,71,48,46,52,57,50,180,189,76,Scotland,RB CB
13938,K. Holt,24,60,1,63,0.246,1452,66,60,63,45,58,40,51,186,185,70,Scotland,LB
13939,David Toro,20,60,1,70,0.392,1447,60,40,56,69,56,54,33,53,176,73,Spain,ST
13940,G. Middleton,17,60,4,81,0.504,1466,75,33,79,73,67,53,54,84,176,68,Scotland,LM
13941,L. Hurtado,22,60,1,67,0.325,1432,84,33,63,68,56,43,51,37,179,76,Colombia,RM ST
13942,Mario Hernndez,21,60,1,71,0.336,1379,62,60,59,59,42,48,64,193,178,69,Spain,RB CB
13943,D. Jaiyesimi,19,60,3,74,0.504,1499,83,44,65,64,57,56,52,84,181,72,England,LM
13944,Y. Bisseck,16,60,1,81,0.448,1379,62,45,49,46,48,49,32,184,194,83,Germany,CB
13945,M. Beneddine,21,60,3,70,0.325,1591,63,66,62,74,59,55,50,178,177,67,France,LB
13946,O. Olomola,19,60,7,72,0.42,1472,68,60,51,76,62,54,31,64,180,80,England,ST
13947,Cristian Sanz,20,60,1,71,0.392,1594,56,64,59,64,62,48,47,183,177,74,Spain,CM
13948,V. Wojtkowiak,20,60,1,72,0.364,1466,65,61,49,70,54,51,50,174,184,72,France,CB CDM
13949,M. Kaye,22,60,0,69,0,1658,74,69,68,51,63,55,54,162,186,77,Canada,CM CAM
13950,David Gil,23,60,1,65,0.224,1137,48,25,32,55,30,30,31,52,186,82,Spain,GK
13951,Julen Etxabeguren,26,60,1,63,0.246,1265,62,61,33,62,44,42,24,188,189,83,Spain,CB
13952,A. Kawata,24,60,1,62,0.291,1425,69,46,52,60,56,50,39,42,177,77,Japan,ST
13953,H. Ishige,22,60,1,66,0.314,1519,64,41,71,72,65,62,57,78,170,69,Japan,CAM LM
13954,A. Forrester,23,60,3,64,0.302,1421,69,38,67,64,56,64,36,58,183,76,England,ST
13955,T. Castella,24,60,1,67,0.235,1019,48,17,37,55,21,29,16,55,185,76,Switzerland,GK
13956,C. Hjer Nielsen,22,60,2,69,0.302,1655,72,47,65,68,59,56,64,175,183,77,Denmark,LB
13957,O. Camilo,22,60,1,69,0.364,1359,68,25,56,64,53,46,29,38,184,78,Colombia,ST
13958,F. Hinds,18,60,4,79,0.476,1466,87,45,72,80,58,48,31,51,176,67,England,ST
13959,M. Toye,18,60,1,75,0.476,1427,70,63,69,49,60,57,31,60,191,82,United States,ST
13960,Kim Jung Hwan,20,60,1,67,0.325,1485,73,45,66,64,57,56,51,82,175,65,Korea Republic,RM
13961,S. Palombi,21,60,6,71,0.392,1566,66,50,56,57,63,55,58,108,182,70,Italy,ST LW RW
13962,C. Zesiger,19,60,2,76,0.448,1378,68,59,44,48,47,54,41,179,194,88,Switzerland,CB LB
13963,Nolaskoain,18,60,2,73,0.42,1589,66,59,55,57,63,62,47,132,185,75,Spain,CM CAM
13964,M. Sawa,34,60,2,60,0.123,1482,55,60,55,70,52,53,32,63,173,70,Japan,ST CF
13965,E. Mour Samb,23,60,1,67,0.336,1468,84,28,73,63,59,58,47,39,183,68,Senegal,ST
13966,Casitas,21,60,1,69,0.269,991,25,20,37,40,25,29,23,39,175,78,Spain,GK
13967,J. Kade,18,60,2,77,0.476,1457,69,38,79,77,68,51,49,74,181,67,Germany,CAM
13968,N. Cowburn,22,60,1,65,0.258,1460,63,49,61,63,53,49,53,188,181,75,Australia,LB RB
13969,K. Al Anazi,32,60,2,60,0.179,1592,67,43,89,84,63,59,55,105,163,50,Saudi Arabia,CAM RW RM LM
13970,L. Fritzson,21,60,1,66,0.314,1585,79,52,80,59,64,55,48,123,184,77,Sweden,CM
13971,M. Boadu,16,60,1,81,0.504,1461,76,28,75,65,59,50,37,62,180,65,Netherlands,ST
13972,I. Ugbo,18,60,1,77,0.476,1389,79,60,61,56,58,48,37,51,185,73,England,ST
13973,C. Opri,20,60,1,73,0.448,1512,71,36,53,63,67,57,58,118,183,73,Ivory Coast,LM LW
13974,R. Schmid,17,60,3,80,0.448,1420,66,23,64,73,63,57,54,70,174,73,Austria,CAM
13975,A. Gritsaenko,22,60,5,67,0.28,1324,54,49,46,50,39,48,34,193,186,80,Russia,CB
13976,F. Kanoute,18,60,1,78,0.476,1652,61,61,58,72,62,64,45,185,186,78,Senegal,CM RM
13977,C. Dickinson,30,60,3,60,0.168,1528,46,81,30,62,61,58,56,186,185,90,England,LB
13978,J. Deminguet,19,60,2,72,0.364,1644,67,64,55,68,65,49,59,164,178,74,France,CDM
13979,Y. Kajiyama,31,60,2,60,0.157,1697,52,57,59,58,65,57,55,156,180,75,Japan,CDM CM CAM
13980,G. Bentez,23,60,2,67,0.269,1601,68,67,64,73,54,50,56,182,170,69,Argentina,LB
13981,H. Surez,23,60,1,68,0.291,1513,64,60,62,82,56,53,42,174,171,66,Colombia,CDM
13982,S. Gregov,27,60,1,61,0.224,1325,52,57,49,60,40,53,24,183,189,84,Croatia,CB
13983,A. Toufiqui,18,60,6,75,0.476,1606,67,59,62,78,62,56,50,173,175,69,France,CM
13984,N. Atangana,27,60,2,60,0.235,1699,71,66,63,55,61,59,48,189,187,72,France,CM CDM
13985,G. Caccin,19,60,1,74,0.448,1566,73,59,64,56,54,51,54,177,186,80,Italy,LB RB
13986,M. Carraro,19,60,5,76,0.504,1458,57,52,54,60,64,58,42,138,187,74,Italy,CM
13987,T. Weah,17,60,6,77,0.476,1455,76,42,71,69,60,46,41,42,185,66,United States,ST
13988,Hugo Duro,17,60,2,76,0.476,1378,61,35,53,64,55,49,31,51,180,75,Spain,ST
13989,J. Carroll,25,60,3,60,0.202,1596,75,58,60,63,52,50,57,172,183,78,Republic of Ireland,LB
13990,L. Rajot,19,60,1,71,0.392,1542,74,31,67,70,61,49,68,133,179,68,France,RM CM
13991,R. Fulton,21,60,1,67,0.246,1002,32,39,40,40,22,41,14,41,191,70,Scotland,GK
13992,I. Zaid,27,60,3,60,0.157,1024,42,23,35,33,19,24,14,43,190,87,Saudi Arabia,GK
13993,H. Cornick,22,60,3,69,0.364,1470,76,35,67,68,60,51,59,82,180,84,England,RM RW
13994,P. Kotal,23,60,0,66,0,1503,80,49,72,70,48,55,56,179,179,74,India,RB LB CDM
13995,F. Saavedra,20,60,1,68,0.291,1627,72,38,70,69,63,61,58,159,172,67,Chile,LB LM
13996,C. zkan,17,60,1,74,0.42,1598,65,53,58,64,62,49,64,175,182,70,Germany,RB RM
13997,M. Seidel,22,60,1,69,0.269,1009,41,34,33,53,26,22,12,32,185,82,Germany,GK
13998,N. Haas,21,60,3,71,0.392,1638,67,53,84,88,61,61,47,171,178,74,Switzerland,CM CDM
13999,D. Sugimoto,23,60,1,64,0.213,869,18,17,30,39,18,22,10,33,187,83,Japan,GK
14000,K. Athiu,24,60,2,64,0.302,1404,81,30,60,60,54,48,34,59,190,75,South Sudan,ST
14001,Tiago Andr,20,60,1,70,0.325,1523,68,58,72,67,54,52,59,180,182,70,Portugal,LB
14002,S. Ambrosius,18,60,2,74,0.42,1371,64,60,41,58,46,39,33,177,182,80,Germany,CB CDM
14003,B. Al Baqi,27,60,4,61,0.179,1039,49,25,39,38,24,28,15,50,185,90,Saudi Arabia,GK
14004,C. Wighton,19,60,1,71,0.392,1424,69,27,60,71,63,52,47,43,185,72,Scotland,ST LM
14005,S. Makarov,20,60,2,67,0.28,1614,71,58,75,79,54,47,49,182,173,69,Russia,CDM RB
14006,G. Luer,22,60,2,69,0.364,1468,74,41,59,65,59,53,36,59,180,73,England,ST
14007,P. Edwards,31,60,2,60,0.157,1598,51,65,62,81,57,55,54,182,173,71,England,RB
14008,S. Beattie,28,60,1,60,0.179,1742,80,75,88,64,58,57,58,162,178,70,Republic of Ireland,RB RW
14009,W. Nightingale,21,60,1,70,0.325,1315,65,46,42,60,33,44,24,192,185,84,England,CB
14010,N. Janvier,18,60,2,78,0.476,1626,60,64,81,86,60,58,59,136,171,72,France,CAM RM
14011,B. Kraev,20,60,3,71,0.392,1551,69,44,72,63,65,56,49,115,185,70,Bulgaria,CM ST RW
14012,D. Grubb,25,60,3,61,0.28,1471,70,38,63,62,61,60,64,59,183,82,England,RM LM CAM
14013,N. Hunt,33,60,3,60,0.09,1508,42,68,38,55,54,54,59,164,185,86,England,CB RB
14014,S. Al Dosari,25,60,3,61,0.28,1633,72,56,77,77,65,45,53,156,178,60,Saudi Arabia,RM RB
14015,S. Clare,20,60,6,75,0.504,1513,74,41,64,49,58,51,49,125,190,79,England,RM CM
14016,Y. Bourhane,18,60,1,74,0.476,1532,65,55,53,44,65,56,38,167,184,78,France,CM
14017,L. Polvani,22,60,1,65,0.269,1113,36,62,34,51,28,64,21,185,188,85,Italy,CB
14018,A. Krysiak,27,60,1,60,0.157,1110,59,38,66,51,23,45,12,43,193,83,Poland,GK
14019,A. Favalli,24,60,1,63,0.246,1437,68,52,60,65,58,54,48,183,182,75,Italy,LB
14020,N. Diallo,21,60,3,70,0.325,1521,76,54,74,79,50,50,50,186,177,66,France,LB
14021,A. Al Saleh,27,60,2,61,0.179,1047,48,24,32,57,17,27,16,42,180,78,Saudi Arabia,GK
14022,C. Jahraldo-Martin,24,60,2,62,0.291,1525,83,46,73,68,59,53,43,71,176,68,Antigua & Barbuda,LM RM ST
14023,D. Bulman,38,60,1,60,0.078,1611,48,77,43,71,65,63,45,164,175,75,England,CM
14024,F. Brener,19,60,1,73,0.448,1517,65,32,57,83,68,55,52,91,170,69,Argentina,RW LW CF
14025,W. Kuzain,18,60,1,74,0.42,1627,67,55,65,70,61,46,45,175,178,73,United States,CDM CM
14026,O. Akharraz,26,60,2,60,0.246,1512,68,70,72,71,60,33,57,68,173,70,Denmark,LM
